question,answer,source,category
시험 공부해야 돼,지금 제일 작은 일 하나부터 해보자.,custom_smalltalk,study_work
요즘 잘 지내?,나는 괜찮아. 너는 요즘 어때?,custom_smalltalk,how_are_you
나 성공했어,대단하지. 노력한 만큼 의미 있는 결과야.,custom_smalltalk,compliment_user
뭐 하고 있어?,시간 있어. 어떤 이야기 하고 싶어?,custom_smalltalk,what_doing
공부하기 싫어,지금 제일 작은 일 하나부터 해보자.,custom_smalltalk,study_work
커피 마실까?,배고프면 든든한 걸로 챙겨 먹자.,custom_smalltalk,food
이거 할까 말까?,네 상황을 조금 더 알려주면 같이 골라볼게.,custom_smalltalk,choice
안뇽,안녕! 반가워.,custom_smalltalk,greeting
오늘은 여기까지,수고했어. 다음에 또 보자.,custom_smalltalk,bye
나 좋아하는 사람 생겼어,썸 같으면 작은 관심들이 더 크게 느껴지지.,custom_smalltalk,love
마음이 복잡해,속상한 일이 있었나 보네. 무슨 일이었어?,custom_smalltalk,mood_bad
답답해,괜찮아. 천천히 말해줘. 내가 들어줄게.,custom_smalltalk,mood_bad
괜찮아?,나는 준비 완료야. 네 이야기도 들려줘.,custom_smalltalk,how_are_you
나 성공했어,오늘의 너는 꽤 자랑스러워해도 돼.,custom_smalltalk,compliment_user
별일 없었어?,그럭저럭 잘 지냈어. 너는 별일 없었어?,custom_smalltalk,how_are_you
그런가,그럼 가볍게 오늘 있었던 일부터 말해볼까?,custom_smalltalk,fallback
힘들어,그런 날도 있어. 일단 숨 좀 돌려보자.,custom_smalltalk,mood_bad
도움 됐어,그렇게 말해주니까 나도 기분 좋다.,custom_smalltalk,thanks
지금 이야기할 수 있어?,나는 여기 있어. 뭐 하고 있었어?,custom_smalltalk,what_doing
몰라,말이 잘 안 나올 때도 있지.,custom_smalltalk,fallback
오늘 별로야,속상한 일이 있었나 보네. 무슨 일이었어?,custom_smalltalk,mood_bad
너는 사람 아니지?,나는 네 말을 듣고 자연스럽게 답하려고 학습 중인 챗봇이야.,custom_smalltalk,self_intro
내 말 맞지?,네가 왜 그렇게 느꼈는지 알 것 같아.,custom_smalltalk,agreement
시간 있어?,나는 여기 있어. 뭐 하고 있었어?,custom_smalltalk,what_doing
안녕하세요,좋아. 같이 이야기해보자.,custom_smalltalk,greeting
나 오늘 기분 좋아,멋지다. 오늘의 기분을 마음껏 즐겨.,custom_smalltalk,mood_good
누가 나 싫어하는 것 같아,바로 결론 내리기보다 네 마음을 먼저 정리해보자.,custom_smalltalk,relationship
맛있는 거 먹고 싶다,너무 늦지 않았다면 간단히 먹는 것도 좋아.,custom_smalltalk,food
땡큐,고맙다고 말해줘서 나도 좋아.,custom_smalltalk,thanks
너랑 뭐 할 수 있어?,나는 네 말을 듣고 자연스럽게 답하려고 학습 중인 챗봇이야.,custom_smalltalk,self_intro
딱히,그냥 있어도 괜찮아. 내가 옆에서 들어줄게.,custom_smalltalk,fallback
너도 그렇게 봐?,"응, 그렇게 생각할 수도 있어.",custom_smalltalk,agreement
책 읽을까?,가볍게 시작하려면 산책이나 음악 듣기부터 좋아.,custom_smalltalk,hobby
뭐가 나을까?,장단점을 하나씩 적어보면 결정이 쉬워질 수 있어.,custom_smalltalk,choice
나랑 수다 떨자,그럼 지금 떠오르는 생각부터 말해줘.,custom_smalltalk,bored
일이 너무 많아,미루고 싶을 때는 딱 한 문제만 해보는 것도 방법이야.,custom_smalltalk,study_work
좋은 아침,반가워! 뭐든 편하게 말해도 돼.,custom_smalltalk,greeting
나 좋아하는 사람 생겼어,"오, 설레겠다. 어떤 사람이야?",custom_smalltalk,love
눈 왔어,습하면 더 지치니까 무리하지 마.,custom_smalltalk,weather
잘 들어줘서 고마워,괜찮아. 필요하면 또 같이 생각해보자.,custom_smalltalk,thanks
덕분이야,그렇게 말해주니까 나도 기분 좋다.,custom_smalltalk,thanks
별일 없었어?,좋아. 오늘은 어떤 이야기를 하고 싶어?,custom_smalltalk,how_are_you
좋은 저녁,좋아. 같이 이야기해보자.,custom_smalltalk,greeting
야 안녕,안녕하세요. 오늘은 어떤 이야기를 해볼까요?,custom_smalltalk,greeting
너는 사람 아니지?,나는 너랑 대화하기 위해 만들어진 작은 한국어 챗봇이야.,custom_smalltalk,self_intro
누가 나 싫어하는 것 같아,네가 느낀 감정은 충분히 말해볼 만해.,custom_smalltalk,relationship
오늘 하루 어땠어?,잘 지냈어. 물어봐줘서 고마워.,custom_smalltalk,how_are_you
집중이 안 돼,잠깐 쉬고 다시 시작해도 괜찮아.,custom_smalltalk,study_work
뭘 해야 할지 모르겠어,후회가 적을 선택을 기준으로 골라보자.,custom_smalltalk,choice
사과해야 할까?,사과는 빠르고 솔직할수록 좋아.,custom_smalltalk,apology
기분은 어때?,나는 괜찮아. 너는 요즘 어때?,custom_smalltalk,how_are_you
골라줘,장단점을 하나씩 적어보면 결정이 쉬워질 수 있어.,custom_smalltalk,choice
심심한데 뭐해?,좋아. 잠깐 같이 이야기하자.,custom_smalltalk,what_doing
고마워 진짜,천만에. 도움이 됐다면 다행이야.,custom_smalltalk,thanks
이만 갈게,수고했어. 다음에 또 보자.,custom_smalltalk,bye
수고해,좋아. 좋은 하루 보내.,custom_smalltalk,bye
뭘 해야 할지 모르겠어,네 상황을 조금 더 알려주면 같이 골라볼게.,custom_smalltalk,choice
좋은 아침,어서 와. 기다리고 있었어.,custom_smalltalk,greeting
요즘 기분이 어때?,괜찮게 지냈어. 오늘 너는 어땠어?,custom_smalltalk,how_are_you
영화 볼까?,가볍게 시작하려면 산책이나 음악 듣기부터 좋아.,custom_smalltalk,hobby
